Date,open,high,low,close,volume,sma_20,sma_50,sma_200,ema_20,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_mid,bb_lower,bb_width,atr_14,atr_pct,adx_14,plus_di,minus_di,obv,avg_volume_20,recent_high_20,recent_low_20,recent_high_52w,recent_low_52w
2021-06-22,1381.5462172468403,1414.15607761149,1381.0294161825345,1408.893310546875,3862264,,,,1408.893310546875,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
2021-06-23,1414.343927256739,1416.2234540703694,1387.18474185634,1390.14501953125,1818874,,,,1407.1077590215773,,-1.4955901664886824,-0.2991180332977365,-1.1964721331909458,,,,,,,,,,-1818874.0,,,,,
2021-06-24,1400.2474503655412,1422.0499151152212,1392.7293432494848,1413.451171875,2762042,,,,1407.7118935790463,,-0.7911248374100524,-0.3975193941201997,-0.39360544328985264,,,,,,,,,,943168.0,,,,,
2021-06-25,1419.5126529043137,1437.1802511742524,1416.6933626304224,1432.0584716796875,2099002,,,,1410.0306153029169,,1.254165360246816,-0.06718244324679662,1.3213478034936126,,,,,,,,,,3042170.0,,,,,
2021-06-28,1434.079168337179,1435.911661361334,1419.3718459281517,1423.224853515625,1173658,,,,1411.2872094184129,,2.1376321246937096,0.3737804703413046,1.763851654352405,,,,,,,,,,1868512.0,,,,,
2021-06-29,1421.8621522492842,1437.6502246780026,1413.3103274825712,1419.888671875,2174022,,,,1412.1063963190402,,2.539312312120046,0.8068868386970529,1.7324254734229931,,,,,,,,,,-305510.0,,,,,
2021-06-30,1424.681532309197,1431.635805476316,1405.4163796625357,1410.1622314453125,2139362,,,,1411.9212377596377,,2.0491825977680946,1.0553459905112612,0.9938366072568334,,,,,,,,,,-2444872.0,,,,,
2021-07-01,1406.9197309331064,1412.4643578093996,1390.9907875552733,1402.408935546875,2060651,,,,1411.015304215565,,1.0233287886680955,1.0489425501426282,-0.025613761474532648,,,,,,,,,,-4505523.0,,,,,
2021-07-02,1409.6451280129857,1410.2559971785674,1386.6209242554403,1396.1595458984375,1814564,,,,1409.6004700901242,,-0.29059150424745894,0.7810357392646108,-1.0716272435120697,,,,,,,,,,-6320087.0,,,,,
2021-07-05,1400.2475033444975,1422.8018255460197,1398.3679764943706,1417.1162109375,1605396,,,,1410.3162549327315,,0.3550521041822776,0.6958390122481442,-0.34078690806586653,,,,,,,,,,-4714691.0,,,,,
2021-07-06,1415.283724488075,1427.5006490686492,1409.6451439124253,1414.8138427734375,1072506,,,,1410.7445966318462,,0.673187361469445,0.6913086820924044,-0.018121320622959347,,,,,,,,,,-5787197.0,,,,,
2021-07-07,1404.9463677872498,1428.1584792811952,1404.9463677872498,1425.104248046875,1096808,,,,1412.1121824808965,,1.7356540109403795,0.9001777478619994,0.8354762630783801,,,,,,,,,,-4690389.0,,,,,
2021-07-08,1412.4643581030791,1432.1993890546191,1406.8257778312106,1410.3028564453125,1456033,,,,1411.9398657156028,,1.3675535770855731,0.9936529137067143,0.37390066337885886,,,,,,,,,,-6146422.0,,,,,
2021-07-09,1407.6716131534943,1412.323396074634,1396.018524105102,1409.2691650390625,1248405,,,,1411.685513270218,,0.9811114318054024,0.991144617326452,-0.010033185521049592,,,,,24.242536402610558,0.017202204521333295,,13.055486583696542,14.218500290611718,-7394827.0,,,,,
2021-07-12,1413.7801350683703,1424.6813679748666,1401.7511172091367,1410.3499755859375,865284,,,,1411.5583192050485,50.49537667806619,0.7533811173700542,0.9435919173351726,-0.19021079996511836,,,,,24.148801714261936,0.017122559742115913,,15.8253123020865,13.254140765997592,-6529543.0,,,,,
2021-07-13,1423.7415950644752,1423.7415950644752,1410.9138013140155,1422.4259033203125,995833,,,,1412.593327216026,54.518350878047386,1.5296962615957455,1.0608127861872871,0.4688834754084583,,,,,23.380431554567345,0.016437011938541985,,15.177864395600043,12.711885072876738,-5533710.0,,,,,
2021-07-14,1422.3790475402548,1456.5394267705742,1417.1633143888716,1451.652587890625,4010254,,,,1416.313256804083,62.46798436176382,4.451961354429159,1.7390424998356617,2.712918854593497,,,,,24.522980185077003,0.016893146741611905,,22.990180657478824,11.253938830980859,-1523456.0,,,,,
2021-07-15,1456.6332683419305,1527.1155232617014,1456.5862342850992,1512.408203125,9066480,,,,1425.4651564536941,73.02365033605398,11.537352470309315,3.698704493930393,7.8386479763789225,,,,,28.161548412648386,0.018620335670264044,,36.49061306571702,9.09989925132752,7543024.0,,,,,
2021-07-16,1512.4083875295278,1525.04827561662,1499.0167574619602,1521.2421875,4157388,,,,1434.5867784581042,74.16155282522854,17.6618103320925,6.491325661562815,11.170484670529685,,,,,28.00940339422063,0.01841219210482922,,34.06819686313638,8.495805717777731,11700412.0,,,,,
